,NAME,CITY,SALARY,EDUCATION,AGE,MARITAL_STATUS,YEAR
2201,Wafaa Adel,Ismailia,26479.0,Public Relations and Advertising,58,Married,2022
2202,Mervat Mahmoudi,Mansoura,51883.0,Science,31,Married,2022
2203,Sherif El-Sayed,Sohag,41907.0,Medicine,36,Single,2022
2204,Mona Saeed,Zagazig,101880.0,Medicine,22,Single,2022
2205,Kamal Abdullah,Aswan,121319.0,Civil Aviation,55,Divorced,2022
2206,Ali El-Khouly,Alexandria,147930.0,Nursing,43,Divorced,2022
2207,Sherif Fouad,Kafr El Sheikh,80895.0,Civil Aviation,55,Married,2022
2208,Mervat Mohsen,Kafr El Sheikh,140305.0,Public Relations and Advertising,46,Widowed,2022
2209,Marwa Moharram,Minya,145998.0,Architecture,37,Married,2022
2210,Asmaa Ibrahim,Luxor,98461.0,Architecture,54,Widowed,2022
2211,Yasser Adel,Minya,80948.0,Medicine,50,Divorced,2022
2212,Mohsen Ragab,Luxor,116267.0,Commerce,52,Widowed,2022
2213,Nermine Amin,Mansoura,31416.0,Environmental Agriculture,33,Widowed,2022
2214,Omar Mostafa,Luxor,69999.0,Commerce,32,Widowed,2022
2215,Mariam Ezzat,Minya,22863.0,Public Relations and Advertising,50,Married,2022
2216,Hanan Amin,Sohag,149591.0,Nursing,24,Divorced,2022
2217,Rania Salah,Ismailia,52106.0,Computer Science and Information Technology,21,Divorced,2022
2218,Rania Ahmed,Beni Suef,12159.0,Agriculture,31,Single,2022
2219,Rania Nour,Port Said,62220.0,Psychology,36,Married,2022
2220,Rania Ramadan,Damietta,52628.0,Civil Aviation,23,Widowed,2022
2221,Amir Khalid,Beni Suef,115801.0,Economics and Political Science,28,Single,2022
2222,Adel Abdullah,Zagazig,55300.0,Fine Arts,25,Single,2022
2223,Asmaa Abdelhak,Luxor,96385.0,Civil Aviation,28,Divorced,2022
2224,Yasmin Mansour,Aswan,138514.0,Civil Aviation,46,Divorced,2022
2225,Eman Saad,Port Said,143524.0,Environmental Agriculture,51,Widowed,2022
2226,Sara El-Din,Beni Suef,65184.0,Agriculture,44,Divorced,2022
2227,Sherif Abdullah,Assiut,136772.0,Computer Science and Information Technology,41,Married,2022
2228,Maher Saber,Suez,13841.0,Architecture,50,Married,2022
2229,Nagla Khalid,Tanta,55158.0,Architecture,45,Divorced,2022
2230,Kamal Abdelhak,Sohag,122122.0,Public Relations and Advertising,38,Widowed,2022
2231,Hend Mahmoud,Shubra El Kheima,33083.0,Engineering,39,Married,2022
2232,Ashraf Khalid,Cairo,46667.0,Environmental Agriculture,24,Divorced,2022
2233,Yasmin Nasr,Alexandria,52781.0,Fine Arts,48,Single,2022
2234,Adham Youssef,Port Said,50624.0,Arts,30,Married,2022
2235,Emad Nour,Beni Suef,117742.0,Tourism Studies,37,Widowed,2022
2236,Marwa Nasr,Port Said,88166.0,Computer Science and Information Technology,50,Single,2022
2237,Rania Nour,Giza,12600.0,Fine Arts,41,Married,2022
2238,Khaled Mahmoudi,Damietta,29004.0,Architecture,56,Widowed,2022
2239,Adel Abdullah,Ismailia,17233.0,Computer Science and Information Technology,31,Divorced,2022
2240,Hoda Abdelhak,Port Said,34523.0,Commerce,59,Widowed,2022
2241,Youssef Sami,Beni Suef,52825.0,Applied Sciences,26,Single,2022
2242,Emad Mohammed,Aswan,13401.0,Architecture,49,Widowed,2022
2243,Hassan Mahmoud,Alexandria,115738.0,Law,59,Single,2022
2244,Yasser El-Khouly,Qena,85460.0,Engineering,25,Married,2022
2245,Sherif Fawzy,Minya,77197.0,Psychology,30,Widowed,2022
2246,Sherif Salah,Giza,42930.0,Applied Sciences,56,Married,2022
2247,Amir Fawzy,Alexandria,96854.0,Economics and Political Science,27,Divorced,2022
2248,Nadia Saeed,Ismailia,120166.0,Medicine,46,Widowed,2022
2249,Wafaa Gamal,Zagazig,17800.0,Tourism Studies,32,Married,2022
2250,Ashraf Nasr,Port Said,141259.0,Agriculture,56,Divorced,2022
2251,Nadia Mostafa,Port Said,70889.0,Civil Aviation,45,Single,2022
2252,Mervat Ezzat,Port Said,127918.0,Nursing,57,Divorced,2022
2253,Amir Osman,Qena,110325.0,Nursing,50,Married,2022
2254,Walid Youssef,Qena,100722.0,Pharmacy,55,Single,2022
2255,Mona Fathy,Asyut,121660.0,Education,43,Widowed,2022
2256,Ahmed Mustafa,Minya,114895.0,Tourism Studies,35,Divorced,2022
2257,Salma Nasr,Luxor,141434.0,Education,37,Married,2022
2258,Ahmed Ezzat,Minya,117194.0,Agriculture,54,Single,2022
2259,Nagla Mahmoud,Port Said,21195.0,Nursing,55,Divorced,2022
2260,Asmaa Mansour,Aswan,55831.0,Public Relations and Advertising,50,Divorced,2022
2261,Yasmin Youssef,Suez,72965.0,Civil Aviation,47,Widowed,2022
2262,Yasmin Ezzat,Port Said,47963.0,Architecture,33,Married,2022
2263,Hany Abdelhak,Damietta,87063.0,Engineering,50,Divorced,2022
2264,Hany Abdelaziz,Beni Suef,38965.0,Law,55,Widowed,2022
2265,Reem Ezzat,Minya,66749.0,Public Relations and Advertising,46,Divorced,2022
2266,Nermine Ali,Asyut,3333.0,Environmental Agriculture,29,Married,2022
2267,Ali El-Bakry,Giza,136640.0,Architecture,33,Married,2022
2268,Hanan Nasr,Suez,138114.0,Education,27,Single,2022
2269,Reem Mostafa,Mansoura,73712.0,Medicine,36,Divorced,2022
2270,Reem Abdelaziz,Cairo,121998.0,Pharmacy,60,Single,2022
2271,Laila Mohsen,Kafr El Sheikh,96447.0,Fine Arts,44,Widowed,2022
2272,Samir Ezzat,Suez,77487.0,Science,26,Single,2022
2273,Marwa Hassanein,Minya,101899.0,Commerce,55,Married,2022
2274,Hoda Saad,Tanta,116384.0,Psychology,39,Widowed,2022
2275,Reem Abdullah,Suez,118677.0,Commerce,23,Widowed,2022
2276,Sherif Saber,Port Said,20972.0,Civil Aviation,24,Divorced,2022
2277,Youssef Mohammed,Luxor,85773.0,Tourism Studies,56,Divorced,2022
2278,Ali Zaki,Tanta,80503.0,Civil Aviation,22,Married,2022
2279,Mamdouh Mohammed,Assiut,110345.0,Medicine,25,Single,2022
2280,Nadia Youssef,Asyut,81960.0,Psychology,54,Divorced,2022
2281,Tamer Emam,Kafr El Sheikh,115993.0,Psychology,57,Single,2022
2282,Mohamed Amin,Luxor,22229.0,Nursing,44,Married,2022
2283,Fatma Fouad,Tanta,4046.0,Education,36,Divorced,2022
2284,Magdy Mahmoudi,Kafr El Sheikh,142505.0,Science,32,Single,2022
2285,Salma Mahmoud,Asyut,110662.0,Commerce,42,Married,2022
2286,Kamal Ibrahim,Assiut,11278.0,Architecture,45,Married,2022
2287,Ahmed Fawzy,Zagazig,118177.0,Environmental Agriculture,60,Divorced,2022
2288,Reem Fouad,Port Said,22494.0,Engineering,26,Married,2022
2289,Hassan Fahmy,Mansoura,67971.0,Pharmacy,44,Widowed,2022
2290,Fatma El-Bakry,Shubra El Kheima,67838.0,Nursing,27,Widowed,2022
2291,Adel Soltan,Giza,58194.0,Public Relations and Advertising,22,Divorced,2022
2292,Laila Youssef,Suez,123890.0,Science,38,Divorced,2022
2293,Yasmin Emam,Assiut,30335.0,Civil Aviation,44,Married,2022
2294,Mohsen Mustafa,Alexandria,46233.0,Agriculture,50,Married,2022
2295,Nour Ramadan,Port Said,146038.0,Education,25,Widowed,2022
2296,Reem Mostafa,Ismailia,54600.0,Psychology,31,Single,2022
2297,Hany Abdelaziz,Zagazig,118030.0,Education,23,Divorced,2022
2298,Ali Abdelaziz,Damietta,127995.0,Pharmacy,33,Divorced,2022
2299,Adham Ahmed,Qena,20306.0,Architecture,31,Widowed,2022
2300,Nermine Mahmoud,Ismailia,107525.0,Tourism Studies,55,Widowed,2022
2301,Nermine Fawzy,Aswan,9640.0,Commerce,57,Single,2022
2302,Ashraf Saeed,Luxor,30726.0,Law,23,Divorced,2022
2303,Hanan Mustafa,Kafr El Sheikh,105756.0,Agriculture,43,Married,2022
2304,Omar El-Khouly,Aswan,92728.0,Commerce,37,Married,2022
2305,Magdy Khalid,Tanta,45268.0,Economics and Political Science,37,Single,2022
2306,Hassan Fawzy,Assiut,35857.0,Agriculture,49,Married,2022
2307,Hend Abdullah,Giza,87487.0,Public Relations and Advertising,56,Married,2022
2308,Mona Ramadan,Sohag,139883.0,Law,23,Widowed,2022
2309,Rania Khalid,Minya,26305.0,Pharmacy,35,Divorced,2022
2310,Soha El-Din,Suez,12112.0,Psychology,36,Married,2022
2311,Soha Emam,Minya,45865.0,Education,32,Single,2022
2312,Ashraf Hassan,Cairo,92171.0,Psychology,31,Single,2022
2313,Asmaa El-Gabry,Asyut,135336.0,Public Relations and Advertising,43,Divorced,2022
2314,Maher Mahmoudi,Assiut,64427.0,Environmental Agriculture,59,Divorced,2022
2315,Ahmed Ramadan,Zagazig,57865.0,Agriculture,33,Single,2022
2316,Fatma El-Bakry,Cairo,28973.0,Nursing,21,Single,2022
2317,Youssef Osman,Mansoura,88987.0,Agriculture,31,Married,2022
2318,Hassan Mustafa,Alexandria,25876.0,Law,42,Widowed,2022
2319,Eman Saad,Luxor,97687.0,Law,31,Widowed,2022
2320,Kamal Fathy,Giza,126043.0,Agriculture,28,Divorced,2022
2321,Ali Youssef,Damietta,8677.0,Commerce,33,Married,2022
2322,Mamdouh Sami,Assiut,63231.0,Environmental Agriculture,30,Single,2022
2323,Rania Fathy,Sohag,61142.0,Psychology,51,Married,2022
2324,Walid Ragab,Qena,79327.0,Architecture,44,Single,2022
2325,Asmaa El-Bakry,Ismailia,143430.0,Nursing,23,Married,2022
2326,Ashraf Mohammed,Assiut,35445.0,Public Relations and Advertising,49,Divorced,2022
2327,Asmaa Saeed,Alexandria,124081.0,Commerce,55,Widowed,2022
2328,Adham Sami,Kafr El Sheikh,102619.0,Computer Science and Information Technology,22,Single,2022
2329,Samir Zaki,Assiut,74015.0,Medicine,29,Married,2022
2330,Reem Ramadan,Kafr El Sheikh,148599.0,Psychology,28,Single,2022
2331,Hend Hassan,Mansoura,79419.0,Pharmacy,57,Widowed,2022
2332,Walid Sami,Tanta,104193.0,Psychology,26,Divorced,2022
2333,Nermine Ramadan,Zagazig,38304.0,Tourism Studies,33,Divorced,2022
2334,Yasser Mohammed,Zagazig,57790.0,Fine Arts,28,Widowed,2022
2335,Laila Abdullah,Assiut,46084.0,Fine Arts,35,Widowed,2022
2336,Yasser Fawzy,Suez,8389.0,Tourism Studies,52,Widowed,2022
2337,Marwa Hassan,Alexandria,81767.0,Nursing,53,Divorced,2022
2338,Kamal Mahmoudi,Shubra El Kheima,82363.0,Computer Science and Information Technology,34,Married,2022
2339,Maher Fouad,Port Said,72160.0,Commerce,50,Married,2022
2340,Ali Ramadan,Minya,134989.0,Computer Science and Information Technology,30,Divorced,2022
2341,Khaled Fouad,Giza,123936.0,Fine Arts,58,Single,2022
2347,Sara Saad,Asyut,5913.0,Architecture,55,Divorced,2022
2348,Walid Amin,Assiut,26354.0,Applied Sciences,57,Divorced,2022
2349,Mervat El-Bakry,Tanta,12728.0,Law,53,Divorced,2022
2350,Hend Zaki,Giza,122634.0,Agriculture,50,Single,2022
2351,Maher Mohsen,Port Said,137668.0,Architecture,38,Single,2022
2352,Adham Mohsen,Luxor,101142.0,Education,39,Widowed,2022
2353,Sherif El-Gabry,Alexandria,30014.0,Law,36,Single,2022
2354,Sherif El-Khouly,Alexandria,78008.0,Fine Arts,41,Divorced,2022
2355,Reem Saber,Cairo,77252.0,Tourism Studies,56,Single,2022
2356,Ahmed Hassanein,Beni Suef,25320.0,Civil Aviation,49,Single,2022
2357,Mohamed Abdelhak,Qena,6839.0,Nursing,34,Widowed,2022
2358,Reem Mohsen,Sohag,15697.0,Computer Science and Information Technology,24,Widowed,2022
2359,Sherif Mahmoudi,Qena,51803.0,Engineering,26,Divorced,2022
2360,Amir Ragab,Port Said,106552.0,Architecture,38,Single,2022
2361,Emad Ramadan,Suez,103550.0,Engineering,21,Divorced,2022
2362,Mamdouh Hassan,Zagazig,98569.0,Engineering,43,Widowed,2022
2363,Salma Moharram,Kafr El Sheikh,131004.0,Arts,44,Divorced,2022
2364,Laila El-Khouly,Cairo,116102.0,Education,46,Single,2022
2365,Adel Adel,Port Said,10373.0,Nursing,57,Married,2022
2366,Nermine El-Bakry,Aswan,144922.0,Arts,22,Divorced,2022
2367,Mohamed Hassan,Ismailia,126320.0,Fine Arts,51,Married,2022
2368,Hend Fathy,Mansoura,54902.0,Public Relations and Advertising,51,Married,2022
2369,Nagla Fahmy,Tanta,13902.0,Environmental Agriculture,49,Single,2022
2370,Mariam Ali,Beni Suef,69312.0,Environmental Agriculture,23,Single,2022
2371,Laila Mansour,Beni Suef,61126.0,Education,37,Single,2022
2372,Kamal Hassanein,Cairo,86036.0,Economics and Political Science,36,Divorced,2022
2373,Yasmin Abdullah,Suez,52100.0,Fine Arts,27,Single,2022
2374,Marwa Moharram,Kafr El Sheikh,30664.0,Science,41,Single,2022
2375,Soha Adel,Asyut,55390.0,Science,43,Widowed,2022
2376,Mervat Salem,Asyut,84386.0,Economics and Political Science,42,Married,2022
2377,Yasmin Amin,Assiut,28535.0,Arts,33,Married,2022
2378,Marwa Salah,Beni Suef,33137.0,Pharmacy,49,Widowed,2022
2379,Marwa Nasr,Minya,98611.0,Medicine,45,Divorced,2022
2380,Omar Salem,Sohag,75836.0,Environmental Agriculture,36,Widowed,2022
2381,Mervat Abdelaziz,Shubra El Kheima,83878.0,Science,55,Divorced,2022
2382,Hend Ragab,Zagazig,105285.0,Engineering,55,Married,2022
2383,Fatma Amin,Damietta,6498.0,Civil Aviation,50,Single,2022
2384,Mona Saad,Minya,39679.0,Arts,54,Married,2022
2385,Nagla Mahmoudi,Suez,139099.0,Architecture,44,Widowed,2022
2386,Khaled Youssef,Beni Suef,95120.0,Computer Science and Information Technology,45,Widowed,2022
2387,Hoda El-Khouly,Assiut,16399.0,Psychology,35,Widowed,2022
2388,Nour Zaki,Tanta,144809.0,Nursing,57,Married,2022
2389,Eman Hassan,Shubra El Kheima,140645.0,Medicine,33,Widowed,2022
2390,Hanan El-Gabry,Suez,87555.0,Science,32,Widowed,2022
2391,Soha Sami,Alexandria,32306.0,Tourism Studies,54,Single,2022
2392,Mohsen Ragab,Shubra El Kheima,81419.0,Applied Sciences,37,Widowed,2022
2393,Hanan Osman,Qena,116075.0,Environmental Agriculture,24,Widowed,2022
2394,Tamer Ibrahim,Cairo,12914.0,Commerce,47,Divorced,2022
2395,Amir Abdelhak,Damietta,2857.0,Public Relations and Advertising,25,Divorced,2022
2396,Adham Saber,Asyut,49751.0,Medicine,28,Single,2022
2397,Ashraf Ragab,Suez,127166.0,Architecture,34,Widowed,2022
2404,Hanan Soltan,Sohag,36673.0,Applied Sciences,43,Widowed,2022
2405,Yasmin Abdullah,Ismailia,135478.0,Architecture,32,Widowed,2022
2406,Sherif Fawzy,Port Said,63560.0,Law,59,Single,2022
2407,Tamer Emam,Kafr El Sheikh,5714.0,Applied Sciences,50,Widowed,2022
2408,Ali El-Bakry,Sohag,52725.0,Law,53,Divorced,2022
2409,Walid Saber,Beni Suef,71431.0,Pharmacy,32,Divorced,2022
2410,Youssef Ragab,Zagazig,132113.0,Economics and Political Science,22,Divorced,2022
2411,Adham Saber,Cairo,44982.0,Economics and Political Science,59,Married,2022
2412,Tamer Sami,Cairo,120916.0,Education,57,Divorced,2022
2413,Emad El-Bakry,Mansoura,106659.0,Nursing,59,Single,2022
2414,Omar Ali,Asyut,121764.0,Agriculture,44,Divorced,2022
2415,Yasmin Nasr,Luxor,133817.0,Applied Sciences,39,Divorced,2022
2416,Ahmed Sami,Ismailia,131470.0,Science,40,Single,2022
2417,Yasser El-Din,Qena,88682.0,Economics and Political Science,45,Married,2022
2418,Hend Emam,Luxor,72108.0,Arts,27,Widowed,2022
2419,Adel Fahmy,Giza,74503.0,Education,42,Widowed,2022
2420,Samir Youssef,Damietta,5861.0,Medicine,45,Divorced,2022
2421,Walid Mohammed,Tanta,45137.0,Environmental Agriculture,42,Divorced,2022
2422,Ahmed El-Din,Shubra El Kheima,103952.0,Pharmacy,28,Single,2022
2423,Hanan Adel,Suez,136562.0,Tourism Studies,28,Married,2022
2424,Asmaa Saad,Qena,126272.0,Pharmacy,36,Widowed,2022
2429,Hanan Emam,Alexandria,131091.0,Fine Arts,58,Widowed,2022
2430,Nagla Nour,Zagazig,56953.0,Agriculture,42,Single,2022
2431,Maher Mahmoudi,Alexandria,63752.0,Public Relations and Advertising,57,Married,2022
2432,Sara Salem,Shubra El Kheima,69675.0,Architecture,29,Married,2022
2433,Nour Adel,Beni Suef,142810.0,Arts,38,Divorced,2022
2442,Soha Moharram,Minya,26354.0,Civil Aviation,58,Married,2022
2443,Youssef Ali,Asyut,127747.0,Architecture,26,Single,2022
2444,Sherif El-Din,Giza,94458.0,Science,39,Divorced,2022
2445,Mariam Abdelaziz,Kafr El Sheikh,130566.0,Engineering,55,Married,2022
2446,Yasmin Ramadan,Aswan,35532.0,Law,30,Widowed,2022
2447,Hoda Moharram,Cairo,70877.0,Engineering,50,Married,2022
2448,Hoda Abdelhak,Cairo,48953.0,Commerce,37,Widowed,2022
2454,Wafaa Ramadan,Beni Suef,82734.0,Education,58,Widowed,2022
2455,Ashraf Fathy,Zagazig,92355.0,Education,43,Widowed,2022
2456,Khaled Ezzat,Damietta,24411.0,Commerce,50,Married,2022
2457,Asmaa Abdelhak,Cairo,148293.0,Architecture,31,Married,2022
2458,Amir Nour,Mansoura,127842.0,Engineering,26,Widowed,2022
2459,Rania Abdullah,Damietta,69446.0,Arts,30,Divorced,2022
2460,Hend Soltan,Sohag,132477.0,Architecture,39,Divorced,2022
2461,Hanan El-Din,Alexandria,25709.0,Psychology,54,Divorced,2022
2462,Wafaa Saad,Assiut,49271.0,Education,29,Divorced,2022
2463,Kamal Adel,Giza,60009.0,Architecture,49,Divorced,2022
2464,Mariam Youssef,Port Said,123509.0,Computer Science and Information Technology,40,Divorced,2022
2465,Salma Ibrahim,Assiut,50946.0,Psychology,55,Widowed,2022
2466,Yasser Abdullah,Mansoura,64853.0,Economics and Political Science,60,Widowed,2022
2467,Nermine Osman,Suez,16914.0,Engineering,36,Single,2022
2468,Yasser Hassanein,Assiut,31702.0,Architecture,40,Widowed,2022
2475,Ashraf Saber,Shubra El Kheima,18742.0,Law,30,Single,2022
2476,Adel Ragab,Assiut,68785.0,Commerce,22,Married,2022
2477,Salma El-Din,Damietta,64464.0,Engineering,33,Single,2022
2478,Youssef Amin,Port Said,67021.0,Education,37,Married,2022
2479,Salma Mustafa,Giza,53823.0,Applied Sciences,58,Single,2022
2480,Khaled Fahmy,Luxor,135126.0,Education,28,Divorced,2022
2481,Ashraf El-Bakry,Asyut,83540.0,Law,26,Widowed,2022
2486,Amir Abdelhak,Cairo,127271.0,Nursing,29,Married,2023
2487,Khaled Ragab,Sohag,2115.0,Nursing,53,Divorced,2023
2488,Wafaa Fathy,Beni Suef,149191.0,Computer Science and Information Technology,56,Widowed,2023
2490,Walid Fouad,Cairo,75513.0,Pharmacy,43,Married,2023
2491,Salma El-Khouly,Tanta,65473.0,Law,33,Married,2023
2492,Youssef Mahmoudi,Suez,48584.0,Applied Sciences,30,Widowed,2023
2493,Khaled Nasr,Cairo,76450.0,Applied Sciences,44,Married,2023
2494,Hend Hassan,Aswan,29816.0,Science,23,Single,2023
2495,Magdy Ramadan,Alexandria,70199.0,Law,46,Single,2023
2496,Kamal Mahmoudi,Alexandria,11374.0,Civil Aviation,40,Married,2023
2497,Nermine Saad,Alexandria,57022.0,Public Relations and Advertising,21,Widowed,2023
2498,Wafaa El-Gabry,Mansoura,33862.0,Architecture,55,Divorced,2023
2499,Nadia Nour,Aswan,32823.0,Nursing,51,Widowed,2023
